query,category,latency,min,max,lower_ci,upper_ci
3D cell,Neo4j,17.318989000000002,9.373,319.102,10.637275,46.20304999999999
3D cell,PostgreSQL,5.710387,3.4979999999999998,39.897,3.83285,13.900074999999998
3D state,Neo4j,397.607499,11.704,60825.077,12.49395,2620.6171999999992
3D state,PostgreSQL,117.25285799999999,0.808,14298.038,0.90095,869.5600749999998
